CustomerSeason,Product.Group,Item.Family,Category.Group,Product.Category,Gender,Fabrication,Shell.Fabric,Product.COO,Shell.Fabric.Unit.Cost,Shell.YY,Fabric.Cost,Trim.Cost,Artwork.Cost,Wash.Cost,CM.Cost,Other.Cost
SU15,KNIT,Apparel,Bottoms,Pants,Girls,KNIT,"100% COTTON JERSEY, 160G/M2 (CM 26'S/1, COMPACT) - PADDING PRINT",VIETNAM,55.65,14.7,38.955,6.51,0,0,22.05,-0.42
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,77/23 POLY RAYON  S-KINT -145G/SM ,VIETNAM,52.5,27.3,71.4,39.48,0,0,27.3,0
Nov-15,,,,,Women,, 96/4% RAYON SPAN  FRENCH TERRY -250G/SM REAL HEATHER ,,60.9,25.2,73.08,34.86,0,0,29.4,0
Nov-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,95/5 COTTON SPAN  PRINT -220G/SM ,VIETNAM,61.95,17.01,50.19,10.29,0,0,11.55,0
Nov-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,95/5 COTTON SPAN FLOCKING -220G/SM ,PHILIPPINES,63,21,63,14.28,0,0,12.6,0
Nov-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,"54% COTTON  POLY 44% SPAN 2% -230G/SM 52/54""",PHILIPPINES,77.7,23.1,85.47,14.7,0,0,16.8,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,60/40 CTTN /MODAL  JERSEY  -120G/SM SOLID,PHILIPPINES,37.8,12.6,45.36,30.03,0,0,35.91,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% LINEN  JSY -145G/SM SOLID,PHILIPPINES,79.8,23.1,101.22,20.58,0,0,31.5,0
Oct-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,51/46/3  CTTN POLY SAPN -190G/SM SOLID,PHILIPPINES,75.6,49.35,177.66,31.08,0,0,42,0
Oct-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,86% POLY 10% RAYON 4% SPAN -250G/SM ,PHILIPPINES,63,23.1,69.3,18.9,0,0,16.8,0
Oct-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,76%COTTON 21% POLY 3%SPAN-230G/SM,PHILIPPINES,73.5,25.2,88.2,34.65,0,0,37.8,0
Oct-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,"100% POLY FLOCKING S-KNIT 180G/SM  (58/60"")",PHILIPPINES,84,27.3,128.1,27.93,0,0,67.2,0
Sep-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,92/8 POLY SPAN  SCUBA -310G/SM ,PHILIPPINES,75.6,28.35,102.06,23.94,0,0,50.4,0
Sep-15,,,,,Women,,77/23 POLY RAYON  S-KINT -145G/SM ,,73.5,25.2,94.5,20.58,0,0,31.5,0
Sep-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"60/40 COTTON /NYLON LACE -135G/SM 58/60""",PHILIPPINES,63,23.1,69.3,22.47,0,0,25.2,0
Sep-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,"92/8 POLY SPAN -270G/SM  54/56""",PHILIPPINES,67.2,22.47,71.82,13.44,0,0,15.75,0
Aug-15,,,,,Women,,100% RAYON  HEATHER -150G/SM,,42,21,77.49,20.58,0,0,37.8,0
Aug-15,,,,,Women,,100% RAYON JERSYE -150G/SM ,,27.72,18.9,45.57,33.6,0,9.45,32.13,0
Aug-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% RAYON JERSEY -170G/SM ,VIETNAM,32.97,16.8,30.66,39.48,0,0,33.6,0
Aug-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,68/27/5 COTTON RAYON SPAN -240G/SM FRENCH TERRY ,VIETNAM,75.6,24.15,98.7,20.58,0,0,35.7,0
Aug-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,"98% POLYSTER 2% SPAN JQD-170G/SM 56/58""",PHILIPPINES,68.25,30.45,124.11,21.63,0,0,53.34,0
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% RAYON  SINGLE JERSY -170G/SM ,PHILIPPINES,37.8,23.1,53.55,23.52,0,0,33.6,0
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% POLY CREPE ,VIETNAM,38.85,8.4,69.3,20.58,0,0,35.7,0
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,WOVEN,60/40 COTTON MODAL  JSY -120G/SM ,PHILIPPINES,37.8,17.85,59.43,30.03,0,0,47.04,0
Jun-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% COTTON SLUB -155G/SM ,PHILIPPINES,46.2,15.12,54.18,27.51,0,0,29.4,0
Jun-15,,Apparel,Tops,T-Shirt,Women,KNIT,100% LINEN  145G/SM ,PHILIPPINES,79.8,18.9,71.82,30.24,0,0,21,0
Jun-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,60% CTTN /40% MODAL SLUB JSY -120G,PHILIPPINES,37.8,16.8,44.1,25.41,0,0,31.92,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,60% CTTN /40% MODAL SLUB JSY -120G,PHILIPPINES,37.8,15.12,41.16,31.08,0,0,29.4,0
May-15,,,,,Women,,95% CTTN 5% SPAN -220G/SM  ,,61.95,36.12,111.3,20.58,0,0,59.22,0
May-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,78% POLY 20% RAYON 2% SPAN 280GS/M,PHILIPPINES,77.7,23.1,85.47,19.32,0,0,33.6,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100%RAYON JERSEY -160G/SM ,VIETNAM,33.18,18.48,34.65,34.23,0,0,31.5,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,60/40 COTTON MODAL JSY -150G.SM ,VIETNAM,52.5,21.63,54.18,32.13,0,0,25.2,0
Apr-15,,,,,Women,,60/40 CTTN POLY  EMBO  - 160G/SM ,,94.5,37.8,212.1,24.36,0,0,54.6,0
Apr-15,,,,,Women,,60/40 CTTN POLY  EMBO  - 160G/SM ,,111.3,8.4,94.08,19.95,0,0,29.4,0
Apr-15,,,,,Women,,64%CTTN /37% POLY  S KNIT - 175G/SM ,,79.8,13.65,61.74,20.37,0,0,33.6,0
Apr-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% LINEN  145G/SM ,PHILIPPINES,79.8,18.9,71.82,30.24,0,0,21,0
Mar-15,,Apparel,Tops,T-Shirt,Women,KNIT,100% COTTON   JERSEY  -120G/SM,PHILIPPINES,42,18.9,59.85,20.58,0,0,30.87,0
Mar-15,,Apparel,Tops,T-Shirt,Women,KNIT,100% COTTON SLUB  JERSEY 135G/SM ,PHILIPPINES,37.8,21,51.87,35.07,0,0,29.4,0
Feb-15,,,,,Women,,100% RAYON JERSEY -160G/SM ,,37.8,21,40.95,24.78,0,5.25,46.2,0
Feb-15,,,,,Women,,80/20 POLY RAYON PRINT  -145G/SM ,,55.65,25.2,69.93,20.58,0,0,33.6,0
Feb-15,,,,,Women,,76%COTTON 21%POLY 3%SPAN ,,63,31.5,94.5,33.18,0,0,58.8,0
Feb-15,,,,,Women,,100% COTTON JERSEY -105G/SM,,33.6,9.45,29.4,84.63,0,0,31.71,0
Feb-15,,,,,Women,,60/40 COTTON MODAL -120G/SM ,,42,16.8,42.21,33.18,0,0,25.2,0
Jan-15,,,,,Women,,100% RAYON JERSEY -160G/SM ,,37.8,16.8,40.95,24.78,0,5.25,46.2,0
Jan-15,,,,,Women,,60/40  COTTON /MODAL SLUB  JERSEY -120G/SM ,,53.55,9.03,65.73,28.98,0,0,27.3,0
Jul-15,,,,,Women,,56/43/1 POLY/CTTN/SP BOUCLE 150g/m2,,53.55,28.35,89.25,18.9,0,0,46.2,0
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"100% COTTON SLUB 62/64"" 150G/M2",PHILIPPINES,40.95,12.18,38.64,59.22,0,0,31.5,0
Aug-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"65/35 POLY/RAYON JQD 58/60"" 145G/M2",PHILIPPINES,53.55,23.1,69.93,37.8,0,0,33.6,0
Jul-15,,Apparel,Bottoms,Pants,Women,KNIT,80%/20 POLY/NYLON OTTOMAN 250 G/m2,VIETNAM,73.5,30.24,119.7,22.05,0,0,47.46,0
Aug-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,100% POLY JARCARD 350 G/M2,VIETNAM,71.4,18.27,62.16,21,0,0,37.8,0
Aug-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,60/40 COTTON NYLON LACE 80 G/SM,VIETNAM,46.2,43.05,127.47,21,0,0,50.4,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,60/40 COTTON/MODAL 120G/M2,VIETNAM,37.8,15.75,79.59,23.52,0,0,37.8,0
Nov-15,KNIT,Apparel,Bottoms,Pants,Women,KNIT,100% POLY LACE,VIETNAM,130.2,11.55,110.46,25.2,0,0,69.3,0
Jan-15,,,,,Women,,"100% Poly, 110G/SQM",,42,41.58,83.16,18.9,0,0,66.15,0
Jan-15,,,,,Women,,"100% Poly, 110G/SQM",,35.7,38.85,75.6,26.25,0,0,53.55,0
Feb-15,,,,,Women,,100% POLYESTER DOUBLE CHIFFON,,54.6,18.27,47.46,18.48,0,0,25.2,0
Feb-15,,,,,Women,,100% POLYESTER CRINKLE CHIFFON,,40.95,64.68,38.22,28.77,0,0,86.1,0
Feb-15,,,,,Women,,100% POLYESTER CDC,,52.5,28.35,70.98,37.17,0,0,42,0
Feb-15,,,,,Women,,100% POLY LACE,,43.05,20.58,100.8,18.9,0,0,67.2,0
Mar-15,,Apparel,Bottoms,Pants,Women,WOVEN,"CHIFFON, 100% POLY, 72G/SQM",INDONESIA,27.3,92.4,120.12,19.32,0,0,120.75,0
Mar-15,,,,,Women,,"CHIFFON GGT, 100% Poly, 70G/SQM",,27.3,36.54,47.46,26.25,0,0,79.8,0
Mar-15,,,,,Women,,"Mesh, 100%Poly, 22 G/SQM, 61""CW",,14.7,41.16,28.77,19.11,0,0,78.75,0
Apr-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,100% RAYON CHALLIS,INDONESIA,44.1,61.95,134.82,22.47,0,0,84,0
Apr-15,,,,,Women,,100% RAYON CHALLIS,,44.1,61.95,134.82,22.47,0,0,84,0
May-15,,,,,Women,,"100% POLY, CHIFFON",,36.75,46.2,80.85,18.27,0,0,56.7,0
May-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,60% RAYON 40% POLYESTER,INDONESIA,47.25,35.49,81.9,18.9,0,0,82.95,0
Jun-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,GN1036 100% POLYESTER CHIFFON,INDONESIA,34.65,107.52,177.45,26.25,0,0,81.9,0
Jun-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,GN1036 100% POLYESTER CHIFFON,INDONESIA,34.65,107.52,177.45,26.25,0,0,81.9,0
Jun-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100% POLY CHIFFON, 72G/SQM, 57""CW",INDONESIA,27.3,29.4,38.22,69.3,0,0,45.15,0
Jul-15,,,,,Women,,"100% POLY, MOSS CREPE",,46.2,32.76,72.03,20.79,0,0,58.8,0
Aug-15,,,,,Women,,"100% POLY, HEAVY MOSS CREPE",,55.65,34.02,90.09,16.8,0,0,39.9,0
Oct-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100% POLY, CREPE",INDONESIA,37.8,41.16,74.13,38.22,0,0,61.95,0
Oct-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100% POLY, CREPE",INDONESIA,50.4,30.87,74.13,84,0,0,47.25,0
Oct-15,,,,,Women,,"100% POLY, DOUBLE CHIFFON",,54.6,29.4,76.44,26.04,0,0,44.1,0
Nov-15,WOVEN,Apparel,Bottoms,Pants,Women,KNIT,"100% Poly, Tricot  Mesh",INDONESIA,17.85,76.86,65.31,26.67,0,0,60.9,0
Nov-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100% POLY, MOSS CREPE",INDONESIA,42,41.58,83.16,18.9,0,0,66.15,0
Dec-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100% POLY, MOSS CREPE",INDONESIA,38.85,23.52,43.47,56.28,0,0,49.35,0
Jan-15,,,,,Women,,100% POLY,,90.3,53.76,235.41,49.14,0,0,81.27,0
Jan-15,,,,,Women,,70%COTTON 30%NYLON,,69.3,6.3,22.05,28.35,0,0,78.75,0
Jan-15,,,,,Women,,100% POLY ,,28.35,31.5,61.53,35.7,0,0,84.21,0
Feb-15,,,,,Women,,"100%POLY 82G/SQM CW:55""",,49.35,28.35,66.57,23.1,0,0,42,0
Feb-15,,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100%POLY 82G/SQM CW:55""",VIETNAM,49.35,28.35,66.57,23.1,0,0,42,0
Feb-15,,,,,Women,,"100%POLY 82G/SQM CW:55""",,49.35,28.35,66.57,23.1,0,0,42,0
Feb-15,,,,,Women,,"155GR/SQM CW:53""",,48.3,35.7,82.11,35.7,0,0,75.18,0
Feb-15,,,,,Women,,"155GR/SQM CW:53""",,48.3,35.7,82.11,35.7,0,0,75.18,0
Feb-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"100%poly 100g/sqm CW:56""",VIETNAM,34.65,16.8,27.72,52.5,0,0,43.89,0
Feb-15,,,,,Women,,"100%poly 100g/sqm CW:56""",,34.65,16.8,27.72,52.5,0,0,43.89,0
Feb-15,,,,,Women,,100% POLY ,,34.65,23.1,38.22,24.15,0,0,57.54,0
Feb-15,,,,,Women,,100% POLY CDC GN3060L,,52.5,31.5,78.75,50.4,0,0,79.8,0
Mar-15,,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,100% POLY CHIFFON,VIETNAM,35.7,28.35,48.3,23.1,0,0,43.68,0
Mar-15,,,,,Women,,100% POLY CHIFFON,,35.7,28.35,48.3,23.1,0,0,43.68,0
Mar-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,100% POLY 72GR/SQM,VIETNAM,35.7,8.4,14.28,56.7,0,0,90.72,0
Mar-15,,,,,Women,,100% POLY 72GR/SQM,,35.7,8.4,14.28,56.7,0,0,90.72,0
Mar-15,,,,,Women,,100% POLY MOSS CREPE,,65.52,28.35,88.41,33.6,0,0,98.91,0
Mar-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,97% COTTON 3% SPANDEX ,VIETNAM,60.9,46.2,133.98,51.45,0,0,80.43,0
Apr-15,,,,,Women,,100%COTTON,,82.95,31.08,122.85,32.97,0,0,67.2,0
Apr-15,WOVEN,Apparel,Bottoms,Pants,Women,KNIT,COTTON85% NYLON15%,VIETNAM,73.5,19.95,69.93,29.4,0,0,47.88,0
Apr-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,100% POLY,VIETNAM,35.7,39.9,67.83,33.6,0,0,78.54,0
May-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,100% FLAT CHIFFON,VIETNAM,50.4,58.8,141.12,21,0,0,89.88,0
Jun-15,,Apparel,Bottoms,Pants,Women,WOVEN,"125GR/SQM CW:52""",VIETNAM,45.15,31.5,67.83,27.3,0,0,81.9,0
Jun-15,,,,,Women,,100% POLY ,,40.95,23.1,45.15,14.91,0,0,69.72,0
Jul-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,"130GR/SQM CW:57""",VIETNAM,47.25,40.32,94.71,31.08,0,0,80.43,0
Aug-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,100% RAYON CREPE 130GR,VIETNAM,60.9,23.73,68.88,19.95,0,0,58.8,0
Aug-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"125gr/sqm cw:52""",VIETNAM,37.8,34.65,62.37,17.85,0,0,32.13,0
Sep-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,"72GR/SQM CW:56""",VIETNAM,31.5,27.09,40.74,37.8,0,0,51.87,0
Sep-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,100% RAYON 170GR/SQM,VIETNAM,44.1,31.5,66.15,35.49,0,0,74.55,0
Sep-15,,,,,Women,,100% RAYON 170GR/SQM,,44.1,31.5,66.15,35.49,0,0,74.55,0
Sep-15,,,,,Women,,100% RAYON 170GR/SQM,,44.1,34.65,72.87,32.76,0,0,75.6,0
Sep-15,,,,,Women,,100% RAYON 170GR/SQM,,44.1,34.65,72.87,32.76,0,0,75.6,0
Oct-15,KNIT,Apparel,Bottoms,Pants,Women,WOVEN,"86GR/SQM CW:57""",VIETNAM,35.7,38.22,64.89,42,0,0,108.15,0
Dec-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,100% POLY,VIETNAM,52.5,28.35,70.98,23.94,0,0,43.05,0
Dec-15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Women,WOVEN,WIN-PZ-4476,VIETNAM,40.95,30.87,60.27,22.05,0,0,51.45,0
Dec-15,,Apparel,Bottoms,Pants,Women,WOVEN,100% POLY ,VIETNAM,40.95,23.1,45.15,14.91,0,0,69.72,0
Dec-15,WOVEN,Apparel,Bottoms,Pants,Women,WOVEN,100% POLY ,VIETNAM,40.95,23.1,45.15,14.91,0,0,69.72,0
Feb-15,,,,,Women,,"100% POLYESTER,  MULTI COLORED FLOCKED HEART 80GM2",,73.5,38.85,136.08,19.11,0,0,67.2,0
Mar-15,,,,,Women,,"60% RAYON 40% NYLON, 165GSM",,105,10.5,52.5,19.95,0,0,109.2,0
Apr-15,,,,,Women,,75% COTTON 25% NYLON    111G/SQM 58/56',,80.85,31.08,119.7,39.9,0,0,73.5,0
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"CM32S/1 HTHR (H185)+CM32S/1+CVC(65/35) 10S/1 FLEECE (74%cotton 26%poly)
<69"" & 315G/M2>",VIETNAM,79.8,28.413,107.9694,95.55,0,0,75.39,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"CM32S/1 HTHR (H185)+CM32S/1+CVC(65/35) 10S/1 FLEECE (74%cotton 26%poly)
<69"" & 315G/M2>",VIETNAM,79.8,42.525,161.595,108.78,0,0,69.09,2.52
FA15,,,,,Men,,"(60/40) CTTN POLY 26S/1 + CTTN 26S/1 WAFFLE
70"" (Cuttable) 190G/M2",,75.1905,23.268,83.311074,14.28,0,0,28.35,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"  (60%cttn40%POLY)32S/1X2T/C40/60 space dye heather +16S/1T/C40/60 fleece 76"" (Cuttable) 260g/m2",INDONESIA,98.1225,27.153,126.8723925,15.33,0,0,37.8,2.52
FA15,,,,,Men,,20s/1 cotton + 150D poly jacquard single knit  78% cotton 22% poly 165G/M2,,69.4575,13.965,46.1892375,11.97,0,0,17.85,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"30S/1cotton+150D/36F poly jacquard rib (55%cotton45%poly) 64""(Cuttable) 185g/m2
HC922 color  (Neck tape : self fabric)",INDONESIA,108.045,24.57,126.41265,27.426,0,0,42,2.52
FA15,,,,,Men,,58%COTTON 39%POLYESTER 3% SPAN 1X1 RIB 340G/M2 ,,62.7627,28.98,86.612526,13.23,0,0,33.6,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,58%COTTON 39%POLYESTER 3% SPAN 1X1 RIB 180G/M2 ,VIETNAM,76.8075,15.792,57.75924,16.38,0,0,33.6,2.52
FA15,,Apparel,Tops,T-Shirt,Men,KNIT,70% COTTON 30%POLYESTER SLUB YARN FRENCH TERRY 300G/M2 -HANGER PACKING-ASPHALT with vendor own sourcing metal tip ,VIETNAM,71.32125,29.085,98.77993125,36.96,0,0,39.9,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,70% COTTON 30%POLYESTER SLUB YARN FRENCH TERRY 300G/M2 -FOLDED PACKING -ADMIRAL NAVY with vendor own sourcing metal tip ,VIETNAM,85.5855,31.458,128.207079,38.85,0,0,39.9,2.52
FA15,,,,,Men,,56%COTTON44%POLY  HEATHER JQD RIB 185G/M2-HC922,,106.43325,23.688,120.056706,20.37,0,0,37.8,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,58%COTTON 39%POLYESTER 3% SPAN 1X1 RIB 180G/M2 ,VIETNAM,76.8075,14.637,53.5348275,16.38,0,0,33.6,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN 30'S/1 PIQUE MERCERIZED, 170G/M2, HE459
(70/72"")",INDONESIA,183.6765,14.7,128.57355,16.8,0,0,37.38,2.52
FA15,,,,,Men,,"COTTON / POLY /SPAN  74/21/5 CVC 30'S/1 PATCH YARN+ CVC 40'S/1 + SPAN 20D JERSEY, 2side dyeing, 150G/M2 (58/60"")",,114.66,12.264,66.96144,16.8,0,0,37.8,2.52
FA15,,,,,Men,,"52/31/17 CTTN/POLY/MODAL DOUBLE KNIT 
196g/m2 (68/70"")",,117.9675,16.59,93.194325,13.65,0,0,37.8,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN CM 40'S/1 SLUB + 40'S/1 HTHR, 150G/M2 (74/76"")
HC1218+RELAXED DENIM",INDONESIA,124.362,14.91,88.29702,16.8,0,0,39.9,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN CM 40'S/1 SLUB + 40'S/1 HTHR, 150G/M2 (74/76"")
HC1218+RELAXED DENIM",INDONESIA,124.362,19.215,113.79123,14.7,0,0,48.3,2.52
FA15,,,,,Men,,"80/20 CTTN/POLY INTERLOCK, 215G/M2 (50/52"") POLY SIDE DYEING",,85.3335,18.228,74.069478,16.8,0,0,35.7,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"52/31/17 CTTN/POLY/MODAL DOUBLE KNIT 
C/M 40'S/1 B2220 + PE 75D/36F + C/P 40'S/1, 200g/m2 (68/70"")
As per orignal Swatch",INDONESIA,112.455,18.123,97.048665,16.8,0,0,38.85,2.52
FA15,,,,,Men,,"100% CTTN 36S/1 SLUB JERSEY, 140G/M2
FABRIC BIO-POLISH (65/67"")",,82.32,10.458,40.99536,8.4,0,0,15.96,0
FA15,,,,,Men,,"100% CTTN 36S/1 SLUB JERSEY, 140G/M2
FABRIC BIO-POLISH (65/67"")",,82.32,11.781,46.18152,8.4,0,0,23.31,0
FA15,,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN 30'S/1 SLUB JERSEY, 160G/M2
NON-BIO POLISH (68/70"")",VIETNAM,70.119,13.23,44.17497,5.88,0,0,23.52,2.52
FA15,,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN 30'S/1 SLUB JERSEY, 160G/M2
NON-BIO POLISH (68/70"")",VIETNAM,70.119,13.23,44.17497,5.88,0,0,23.52,2.52
FA15,,,,,Men,,"100% CTTN 30'S/1 SLUB JERSEY, 160G/M2
NON-BIO POLISH (68/70"")",,70.119,14.5824,48.6906336,6.93,0,0,28.665,2.52
FA15,,,,,Men,,"100% CTTN 36S/1 SLUB JERSEY, 140G/M2
FABRIC BIO-POLISH (65/67"")",,82.32,14.385,56.3892,9.45,0,0,27.3,0
FA15,,Apparel,Tops,T-Shirt,Men,KNIT,"100% CTTN 30'S/1 SLUB JERSEY, 160G/M2
NON-BIO POLISH (68/70"")",VIETNAM,70.119,15.96,53.29044,7.35,0,0,35.7,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"100% COTTON 30'S/1 E-STRIPE JERSEY, 150G/M2",INDONESIA,85.05,14.826,60.0453,15.75,0,0,33.6,2.52
FA15,KNIT,Apparel,Tops,T-Shirt,Men,KNIT,"60% COTTON 40% POLY, CVC FLEECE
30S/1X2 CVC + 10S/1 CVC, 68/70"",  B/W 250G/M2, A/W 270G/M2",VIETNAM,63.945,23.31,70.97895,80.85,0,0,86.1,2.52
FA15,,,,,Men,,"75% COTTON 25% POLYESTER CVC FLEECE
C30S+T50D+CVC21S
240G/M2 (64/66"") H185R",,92.8305,21.504,95.058432,77.7,0,0,86.1,2.52
SP15,,,,,Men,,53/47 CTN/POLY TEXRURED JSY 170GSM,,108.4083,13.545,69.9233535,17.43,0,0,38.85,0
SP15,,,,,Men,,53/47 CTN/POLY TEXRURED JSY 170GSM,,111.9195,16.002,85.282659,24.78,0,0,38.85,0
SP15,,,,,Men,,77/23 CTTN/POLY JACQUARD 325GSM,,87.78,41.37,172.9266,81.9,0,0,75.6,0
SP15,,,,,Men,,100% COTTON SLUB 1X1 RIB 270GSM,,72.4185,23.562,81.253557,15.75,0,0,33.6,0
SP15,,,,,Men,,100% CTTN BELLO DYE JERSEY 150GSM,,116.96685,13.65,76.0284525,18.06,0,0,40.95,0
SP15,,Apparel,Tops,T-Shirt,Men,KNIT,CTTN/POLY (60/40) HTHR JACQUARD <160G/M2>,INDONESIA,142.59,13.86,94.1094,21.42,0,0,16.8,4.2
SP15,,,,,Men,,100%CTTN 20S/1 SLUB 1X1 RIB <285G/M2>,,73.08,23.1,80.388,23.52,0,0,27.3,4.2
SP15,,,,,Men,,52/48 CTN/POLY JQD DUBLE KNIT  <315G/M2>,,90.3,33.81,145.383,64.89,0,0,68.25,4.2
SP15,,,,,Men,,20s/1 cotton + 150D poly jacquard single knit  78% cotton 22% poly 165G/M2,,69.4575,13.965,46.1892375,11.97,0,0,17.85,2.52
FA15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Men,WOVEN,"POLYESTER/RAYON/ 74/26 200gr/sm (Shell) Piece dyed
100% POLY 75gr/sm (LINING)",VIETNAM,63,20.79,62.37,71.4,0,0,81.9,0
FA15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Men,WOVEN,55/30/10/5 WOOL/POLY/RAYON/OTHERS 335G/SM ,VIETNAM,126,57.54,345.24,100.59,0,0,189,0
FA15,WOVEN,Apparel,Tops,Shirt /Shirt with tie,Men,WOVEN,50/50 WOOL/OTHERS 320GR/SM ,VIETNAM,103.95,57.12,282.744,161.49,0,0,210,-6.3
FA15,WOVEN,Apparel,Jacket / Coat,Jacket / Coat - Jacket/Bomber,0,WOVEN,"100% Nylon Taffeta, 20DX20D 216X163 36g/m2 Face Cire, W/R",VIETNAM,38.85,37.17,68.7645,93.45,0,0,84,0
FA15,WOVEN,Apparel,Jacket / Coat,Jacket / Coat - Jacket/Bomber,0,WOVEN,"100% Poly Taffeta, 30DX30D 205X150 49g/m2 Face Cire, W/R, PU Coating",VIETNAM,37.8,37.17,66.906,93.45,0,0,84,0
FA15,WOVEN,Apparel,Jacket / Coat,Jacket / Coat - Jacket/Bomber,0,WOVEN,"100% Poly Taffeta, 50DX70D 210X129 89g/m2 Face Cire, W/R, PU Coating",VIETNAM,58.8,37.17,104.076,93.45,0,0,84,0
FA15,WOVEN,Apparel,Jacket / Coat,Jacket / Coat - Jacket/Bomber,0,WOVEN,"100% Nylon Taffeta, 20DX20D 216X163 36g/m2 Face Cire, W/R",VIETNAM,34.65,25.62,42.273,90.3,0,0,71.4,0
FA15,WOVEN,Apparel,Jacket / Coat,Jacket / Coat - Jacket/Bomber,0,WOVEN,"100% Poly Taffeta, 30DX30D 205X150 49g/m2 Face Cire, W/R, PU Coating",VIETNAM,33.6,25.62,40.992,90.3,0,0,71.4,0
